Financier Country,Recipient,Recipient Region,Commitment Year,Title,Flow Class,Sector Name,Funding Agencies,Amount in USD (nominal),Source URLs,District,Development Region,Province,Location,"Distance to closest border crossing in km (India: Banbasa, India - Kanchanpur District, Nepal;
    Rupaidiha, India - Banke District, Nepal;
    Sonauli, India - Rupandehi District, Nepal;
    Raxaul, India - Birgunj, Nepal (also known as the 'Gateway of Nepal');
    Bhitthamore,India - Mahottari District, Nepal;
    Jogbani, India - Biratnagar, Nepal;
    Panitanki, India - Kakarbhitta, Nepal) (China: Gyirong, China –Rasuwa, Nepal; Zhangmu, China – Kodari, Nepal)",Ethnicity,Population (in 1000),GDP (Value Added) Rs. in million (2013),HDI (2013),Government Expenditure by district in thousands (year 2013)
China (People's Republic of),Nepal,Asia,2014,Government of Tibet Autonomous Region provides 50 million Nepali rupee grant for 70 KW Solar Energy Power Station,ODA,ENERGY,Government of Tibet Autonomous Region of the People’s Republic of China,511799,https://mofa.gov.np/press-release-on-solar-power-handover-ceremony-held-in-mustang/|http://therisingnepal.org.np/news/6461|https://nepalforeignaffairs.com/china-constructs-solar-energy-power-station-in-mustang/|https://web.archive.org/web/20201009181433/https://glocalkhabar.com/70-kw-solar-project-handed-over-to-nepali-side-electricity-service-to-221-households/,Mustang,West,Gandaki,Mustang,418,Gurung,12588,1055.0,0.508,331809.26
China (People's Republic of),Nepal,Asia,2013,Chinese Government provides RMB 200 million grant for Nepal Armed Police Force Academy Construction Project,ODA,GOVERNMENT AND CIVIL SOCIETY,China Ministry of Commerce,32527272,https://web.archive.org/web/20180904133629/https://amis.mof.gov.np/portal/node/9|https://global.factiva.com/redir/default.aspx?P=sa&an=HTREPB0020130625e96p0008g&cat=a&ep=ASE|http://www.mof.gov.np/uploads/document/file/DP_Profile_2014_20140918055857.pdf|https://web.archive.org/web/20170929003708/http://mof.gov.np/uploads/document/file/newsletter%20_indd_20130724104637.pdf|http://np.china-embassy.org/eng/News/t1475323.htm|http://www.therisingnepal.org.np/news/22554|http://jjhzj.mofcom.gov.cn/article/y/201707/20170702606694.shtml|http://www.xinhuanet.com/english/2018-03/19/c_137050775.htm|https://www.dropbox.com/s/a6k0qe7wkgk4zc6/Nepal%20National%20Armed%20Police%20Academy.pdf?dl=0|http://www.xinhuanet.com/english/2017-07/01/c_136407861.htm|http://jjhzj.mofcom.gov.cn/article/y/201804/20180402726981.shtml,Kathmandu,Central,Bagmati,Kathmandu,114,Braham-Hill,1632640,196723.1,0.632,3983659.85
China (People's Republic of),Nepal,Asia,2012,Chinese Government provides RMB 60 million grant for Dasarath Stadium Upgrade Project.,ODA,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,China Ministry of Commerce,9510783,http://np2.mofcom.gov.cn/article/chinanews/201203/20120308004352.shtml|http://xinhuanepal.tumblr.com/post/37395953916/xinhua-gallery-china-aid-project-dashrath|http://np.china-embassy.org/chn/wh/t911617.htm|http://jjhzj.mofcom.gov.cn/article/y/201203/20120308046520.shtml|https://web.archive.org/web/20190818231829/http://www.mof.gov.np/uploads/document/file/20140820115245.pdf|http://np.mofcom.gov.cn/article/jmxw/201203/20120308004268.shtml|https://myrepublica.nagariknetwork.com/news/chinese-team-s-inspection-program-postponed-for-five-days/|https://xinhuanepal.tumblr.com/post/37395953916/xinhua-gallery-china-aid-project-dashrath|https://en.wikipedia.org/wiki/Dasharath_Rangasala|https://www.dropbox.com/s/zoaphuzh57yrd8c/dp_profile_20190331055603.pdf?dl=0,Kathmandu,Central,Bagmati,Tripureshwar,113,Braham-Hill,1632640,196723.1,0.632,3983659.85
China (People's Republic of),Nepal,Asia,2012,"Chinese Government donates RMB 800,000 worth of office equipment to the Research Center of Nepal National Trust for Nature Conservation (Linked to Project ID#38366)",ODA,GENERAL ENVIRONMENTAL PROTECTION,Unspecified Chinese Government Institution,126810,http://en.people.cn/90883/8507765.html|https://web.archive.org/web/20181205002616/http://www.ntnc.org.np/news/handover-ceremony-china-aided-office-equipment-ntnc|http://np.china-embassy.org/chn/xwdt/t1116462.htm|http://np.mofcom.gov.cn/article/jmxw/201401/20140100455663.shtml,Kathmandu,Central,Bagmati,Kathmandu,114,Braham-Hill,1632640,196723.1,0.632,3983659.85
China (People's Republic of),Nepal,Asia,2011,Chinese Government provides $33 million grant for Phase 1 of Kathmandu Ring Road Improvement Project.,ODA,TRANSPORT AND STORAGE,China Ministry of Commerce,33154069,https://global.factiva.com/redir/default.aspx?P=sa&an=BBCSAP0020110228e72s0038p&cat=a&ep=ASE|https://global.factiva.com/redir/default.aspx?P=sa&an=KATMPO0020110824e78o0000i&cat=a&ep=ASE|https://global.factiva.com/redir/default.aspx?P=sa&an=KATMPO0020130306e9360000h&cat=a&ep=ASE|https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130625e96p0076f&cat=a&ep=ASE|http://np.mofcom.gov.cn/article/jmxw/201003/20100306808898.shtml|https://web.archive.org/web/20190424173137/http://www.worldhighways.com/sections/key-projects/features/nepal-plans-road-infrastructure-expansion/|http://www.nepalnews.com/index.php/news/27996-China-to-upgrade-Kathmandus-Ring-Road-into-a-eight-lane-road-with-bicycle-lan|http://www.mof.gov.np/uploads/document/file/DP_Profile_2014_20140918055857.pdf|http://www.developmentcheck.org/projects/1958|https://mofa.gov.np/nepal-china-relations/|https://www.yidaiyilu.gov.cn/xwzx/hwxw/74247.htm|https://web.archive.org/web/20190818231829/http://www.mof.gov.np/uploads/document/file/20140820115245.pdf|https://economictimes.indiatimes.com/news/international/world-news/nepal-signs-mega-hydro-project-deal-with-chinese-firm/articleshow/58996236.cms|http://np.china-embassy.org/chn/xwdt/t1633150.htm|https://www.dropbox.com/s/zoaphuzh57yrd8c/dp_profile_20190331055603.pdf?dl=0|https://thehimalayantimes.com/business/second-phase-of-ring-road-expansion-from-january/|http://www.chinadaily.com.cn/a/201903/25/WS5c98463ca3104842260b257d.html|https://en.wikipedia.org/wiki/Ring_Road_(Kathmandu)#/media/File:MapKathmandu.png|http://www.xinhuanet.com/english/asiapacific/2018-12/09/c_137661429_2.htm|http://www.globaltimes.cn/content/791681.shtml|https://kathmandupost.com/valley/2018/12/12/shanghai-group-set-to-hand-over-kk-road-project-to-kathmandu|https://www.dropbox.com/s/aa3jtupxxvswz4c/December%202018%20Nepal%20AMP%20--%20Improvement%20of%20Kathmandu%20Ring%20Road%20in%20Nepal.pdf?dl=0|https://amis.mof.gov.np/web/guest/activities?p_p_id=advancesearch_WAR_AMPportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_advancesearch_WAR_AMPportlet_activityId=22232&_advancesearch_WAR_AMPportlet_render=activityDetails|https://www.youtube.com/watch?v=-khAjqBNcFI&ab_channel=RAY4U,Kathmandu,Central,Bagmati,Kathmandu,114,Braham-Hill,1632640,196723.1,0.632,3983659.85
China (People's Republic of),Nepal,Asia,2011,Chinese Government provides RMB 130 million grant for upgrading of Shree Birendra Army Hospital and provision of equipment,ODA,GOVERNMENT AND CIVIL SOCIETY,People's Liberation Army of China,20109648,https://global.factiva.com/redir/default.aspx?P=sa&an=BBCSAP0020110324e73o000gp&cat=a&ep=ASE|http://www.ekantipur.com/the-kathmandu-post/2011/03/23/top-story/deepening-ties-china-gives-rs-1.42bn-military-aid/219747.html|http://trn.gorkhapatraonline.com/index.php/headlines/3114-coas-rana-to-visit-china-for-a-week.html|http://www.nepalarmy.mil.np/sankatmochan/view-news.php?newsid=130&type=press&lang=nep&year=|http://www.ekantipur.com/the-kathmandu-post/2011/03/18/top-story/top-gen-arriving-china-to-boost-nepal-army-muscle/219573.html|http://mil.sohu.com/20110325/n279991556.shtml|http://archives.myrepublica.com/portal/index.php?action=news_details&news_id=27358|https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=HTREPB0020110119e71k0012x&cat=a&ep=ASI|https://wikileaks.org/gifiles/docs/68/681414_nepal-china-mil-army-to-receive-nrs-1-1-billion-chinese-aid.html|http://mil.news.sina.com.cn/2011-03-25/1406639408.html|http://www.voachinese.com/content/article-20110323-nepal-china-118576384/779726.html|https://web.archive.org/web/20130801023153/http://asianewsnet.net/China-pledges-mobile-hospitals-for-Nepal-49406.html|https://kpsharmaoli.com.np/content/1619329097|https://ekantipur.com/news/2021/04/24/161926093617052177.html|https://ekagaj.com/article/infrastructure/12131/|https://www.nepalarmy.mil.np/press-release/2007|https://www.nepalarmy.mil.np/press-release/223|https://en.wikipedia.org/wiki/Birendra_Hospital|https://www.nepalarmy.mil.np/press-release/130,Kathmandu,Central,Bagmati,Kathmandu,114,Braham-Hill,1632640,196723.1,0.632,3983659.85
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Darchaula,Far-Western,Sudurpashchim,Darchaula,1013,Chhetri,117150,57067.1,0.436,1192504.24
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Humla,Mid-Western,Karnali,Humla,881,Chhetri,43462,1649.2,0.376,887928.53
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Bajhang,Far-Western,Sudurpashchim,Bajhang,830,Chhetri,167998,3816.6,0.365,1039780.52
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Chitawan,West,Gandaki,Manang,321,Braham-Hill,537183,36270.9,0.551,1383942.55
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Manang,West,Gandaki,Manang,321,Gurung,6161,845.0,0.568,249362.33
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Rasuwa,Central,Bagmati,Rasuwa,"29,2",Tamang,39545,2677.4,0.461,582136.51
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Dhading,Central,Bagmati,Dhading,163,Tamang,305985,13391.6,0.461,974884.45
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Sindhupalchok,Central,Bagmati,Sindhupalchok,"28,4",Tamang,264274,12976.4,0.455,954115.86
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Sankhuwasabha,East,Nr 1,Sankhuwasabha,537,Chhetri,143478,7687.8,0.488,759579.38
China (People's Republic of),Nepal,Asia,2011,China pledges Rs 3 million of food donation to districts in northern Nepal (linked to #34400 and #34410),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,4017,https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020111104e7b30003s&cat=a&ep=ASE,Dolakha,Central,Bagmati,Dolakha,141,Chhetri,170820,6991.9,0.459,907379.79
China (People's Republic of),Nepal,Asia,2011,China Eximbank provides RMB 154 million government concessional loan for the Upper Trishuli 3A-Kathmandu 220kV Transmission Line and 132kV Line Bay Extension Works Project (Linked to Project ID#53716),ODA,ENERGY,Export-Import Bank of China,23822199,http://www.tradefinancemagazine.com/Article/2885762/China-Exim-agrees-Trishuli-Hydro-loan.html|http://202.45.144.222/aim/viewActivityPreview.do~public=true~pageId=2~activityId=10118~language=en|http://amis.mof.gov.np/aim/viewActivityPreview.do~pageId=2~isPreview=1~activityId=5989|https://web.archive.org/web/20121030044808/http://nea.org.np/images/supportive_docs/Brochure.pdf|http://mof.gov.np/uploads/document/file/20170416160028.pdf|http://www.cwe.cn/contents/project-trends/2231.html|http://www.cwe.cn/contents/project-trends/7027.html|https://www.dropbox.com/sh/xwgtc3dxlm2elu9/AAAqgTTgQeAJP-ZQzdzGE7Jya/December%202018%20Nepal%20AMP%20Project%20Record%20--%20Upper%20Trishuli%203A%20-%20Kathmandu%20220kV%20Transmission%20Line%20and%20132kV%20Line%20Bay%20Extension%20Works%20Project.pdf?dl=0|https://www.nea.org.np/admin/assets/uploads/supportive_docs/Annual%20Report-2011.pdf|https://thehimalayantimes.com/business/ut-3a-finally-connected-to-national-grid-in-full-capacity/|https://www.nea.org.np/admin/assets/uploads/annual_publications/Generation_2076.pdf|http://www.cwe.cn/contents/project-trends/2214.html|https://www.sharesansar.com/newsdetail/china-proposes-five-areas-of-cooperation|https://www.chinadailyasia.com/news/2011-11/25/content_109310.html|https://www.dropbox.com/s/dn1dg00vzlup7tq/report.pdf?dl=0|https://myrepublica.nagariknetwork.com/news/pm-energy-minister-inaugurate-upper-trishuli-3a-hydropower-project/|https://can.nepalconsulate.gov.np/bilateral-relations/|https://web.archive.org/web/20201002164400/https://amis.mof.gov.np/web/guest/activities?p_p_id=advancesearch_WAR_AMPportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_advancesearch_WAR_AMPportlet_activityId=29016&_advancesearch_WAR_AMPportlet_render=activityDetails,Nuwakot,Central,Bagmati,Nuwakot,439,Tamang,255687,12266.7,0.486,958029.72
China (People's Republic of),Nepal,Asia,2011,Chinese Government provides 2 million Nepali rupee grant for Shree Nepal National Secondary School,ODA,EDUCATION,Unspecified Chinese Government Institution,26785,http://np.china-embassy.org/eng/ChinaNepal/t807020.htm,Bara,Central,Madhesh,Raghunathpur,255,Musalman,609220,41527.0,0.457,1182728.5
China (People's Republic of),Nepal,Asia,2011,China donates 1 million Nepalese rupees and teaching equipment to Shree Chhorepatan Higher Secondary School in Nepal,ODA,EDUCATION,Chinese Embassy,13392,http://np.china-embassy.org/eng/Education/t873506.htm,Kaski,West,Gandaki,Pokhara,254,Braham-Hill,454992,31244.7,0.576,1414683.74
China (People's Republic of),Nepal,Asia,2011,"China donates 250,000 RMB worth of books to 14 schools in Nepal",ODA,EDUCATION,Hanban (Confucius Institute Headquarters),19336,http://np.china-embassy.org/eng/Education/t861231.htm,Dolakha,Central,Bagmati,Dolakha,141,Chhetri,170820,6991.9,0.459,907379.79
China (People's Republic of),Nepal,Asia,2011,"China donates 250,000 RMB worth of books to 14 schools in Nepal",ODA,EDUCATION,Hanban (Confucius Institute Headquarters),19336,http://np.china-embassy.org/eng/Education/t861231.htm,Gorkha,West,Gandaki,Gorkha,196,Gurung,247857,11419.7,0.481,1213795.62
China (People's Republic of),Nepal,Asia,2011,"China Eximbank provides $114.7 million government concessional loan for the 60 MW Upper Trishuli 3A Hydroelectric Power Plant Construction Project (Linked to Project ID#38705, #71749)",ODA,ENERGY,Export-Import Bank of China,114700000,"http://np.china-embassy.org/chn/xwdt/t1560599.htm|https://www.china5e.com/news/news-103637-1.html|http://gb.oversea.cnki.net/KCMS/detail/detail.aspx?filename=N2016060076000325&dbcode=CYFD&dbname=CYFD|http://np.china-embassy.org/eng/EmbassyInfo/asaa/t961506.htm|https://global.factiva.com/redir/default.aspx?P=sa&an=KATMPO0020100917e69g0005x&cat=a&ep=ASE|https://web.archive.org/web/20130525022150/http://www.internationalrivers.org/resources/upper-trishuli-3a-and-3b-3589|http://kathmandupost.ekantipur.com/news/2017-09-24/chinese-bank-renews-loan-grace-period.html|https://www.nea.org.np/admin/assets/uploads/supportive_docs/87757284.pdf|http://www.chinca.org/CICA/info/19052013553411|http://www.ceec.net.cn/art/2019/6/6/art_11019_1909576.html|https://amis.mof.gov.np/web/guest/activities?p_p_id=advancesearch_WAR_AMPportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_advancesearch_WAR_AMPportlet_activityId=22908&_advancesearch_WAR_AMPportlet_render=activityDetails|https://cn.nepalembassy.gov.np/?page_id=1378|https://www.nea.org.np/admin/assets/uploads/annual_publications/Generation_2076.pdf|https://www.google.com/maps/place/Upper+Trishuli+3A+Powerhouse/@28.117778,84.6364041,10z/data=!4m8!1m2!2m1!1sUpper+Trishuli+3A!3m4!1s0x39eadbf2740c67c7:0x15a04724da9278bd!8m2!3d28.0255896!4d85.1860467|http://np.chineseembassy.org/eng/EmbassyInfo/asaa/t881363.htm|http://www.xinhuanet.com/english/2019-11/18/c_138564821.htm|https://www.nea.org.np/admin/assets/uploads/annual_publications/Generation_2076.pdf|http://np.china-embassy.org/chn/zngx/t880650.htm|https://www.investgo.cn/article/gb/gbdt/201905/450430.html|https://www.spotlightnepal.com/2019/08/10/upper-trishuli-3a-added-60-mw-electricity-to-nepals-national-grid/|https://thehimalayantimes.com/business/ut-3a-finally-connected-to-national-grid-in-full-capacity/|https://www.fmprc.gov.cn/ce/cenp/eng/EmbassyInfo/asaa/t881363.htm|https://kathmandupost.com/money/2019/07/02/construction-work-at-upper-trishuli-3a-hydroelectric-project-resumes|https://www.nea.org.np/admin/assets/uploads/supportive_docs/Upper-Trisuli-3A.pdf|https://kathmandupost.com/money/2019/08/02/upper-trishuli-3a-hydropower-plant-ready-to-go-full-throttle|https://www.nea.org.np/admin/assets/uploads/supportive_docs/Annual%20Report-2011.pdf|https://myrepublica.nagariknetwork.com/news/pm-energy-minister-inaugurate-upper-trishuli-3a-hydropower-project/|https://www.dropbox.com/s/dn1dg00vzlup7tq/report.pdf?dl=0|https://www.facebook.com/1670497823266743/posts/the-upper-trishuli-3a-hydropower-project-built-by-a-chinese-construction-and-eng/2253470688302784/|http://www.chinaebr.com/kjds/show.php?itemid=3290",Nuwakot,Central,Bagmati,Trishuli,"93,3",Tamang,255687,12266.7,0.486,958029.72
China (People's Republic of),Nepal,Asia,2010,China donates Rs 3 million of food to Nepal (linked to #34400 and #34426),ODA,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,41006,https://global-factiva-com.proxy.wm.edu/aa/?ref=BBCSAP0020100712e67c001up&pp=1&fcpil=zhcn&napc=S&sa_from=|http://www.ekantipur.com/2010/07/12/top-story/china-provides-food-assistance/318311.html,Rasuwa,Central,Bagmati,Rasuwa,"29,2",Tamang,39545,2677.4,0.461,582136.51
